diputado_id,nombre,apellido_paterno,apellido_materno,opcion_codigo,opcion_voto,votacion_id,descripcion,fecha,total_si,total_no,total_abstencion,total_dispensado,quorum_codigo,quorum,resultado_codigo,resultado,tipo_codigo,tipo,numero_boletin,tipo_votacion_proyecto_ley,articulo,tramite_constitucional,tramite_reglamentario,fecha_nacimiento,sexo_valor,sexo_desc,periodo_id,fecha_inicio_periodo,fecha_termino_periodo,tiene_votos,partido_id,partido_nombre,partido_alias
1076,Alexis,Sepúlveda,Soto,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1969-12-29,1,Masculino,10,2026-03-10 23:59:59,,True,PR,Partido Radical de Chile,PR
1077,Raúl,Soto,Mardones,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1987-11-20,1,Masculino,10,2026-03-10 23:59:59,,True,PPD,Partido Por la Democracia,PPD
1081,Francisco,Undurraga,Gazitúa,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1965-09-29,1,Masculino,10,2026-03-10 23:59:59,,True,EVOP,Evolución Política,EVOP
1082,Cristóbal,Urruticoechea,Ríos,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1975-11-21,1,Masculino,10,2026-03-10 23:59:59,,True,PREP,Partido Republicano,PREP
1086,Gonzalo,Winter,Etcheberry,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1987-01-06,1,Masculino,10,2026-03-10 23:59:59,,True,PCS,Partido Convergencia Social,PCS
1087,Gael,Yeomans,Araya,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1988-12-04,0,Femenino,10,2026-03-10 23:59:59,,True,PCS,Partido Convergencia Social,PCS
1094,Cristian,Labbé,Martínez,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1980-03-06,1,Masculino,10,2026-03-10 23:59:59,,True,UDI,Unión Demócrata Independiente,UDI
1096,María Candelaria,Acevedo,Sáez,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1958-09-12,0,Femenino,10,2026-03-10 23:59:59,,True,PC,Partido Comunista,PC
1097,Eric,Aedo,Jeldres,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1968-07-13,1,Masculino,10,2026-03-10 23:59:59,,True,DC,Partido Demócrata Cristiano,DC
1098,Yovana,Ahumada,Palma,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1973-02-24,0,Femenino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1099,Jaime,Araya,Guerrero,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1976-02-04,1,Masculino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1100,Cristián,Araya,Lerdo de Tejada,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1988-09-30,1,Masculino,10,2026-03-10 23:59:59,,True,PREP,Partido Republicano,PREP
1101,Mónica,Arce,Castro,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1976-03-02,0,Femenino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1102,Roberto,Arroyo,Muñoz,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1963-11-29,1,Masculino,10,2026-03-10 23:59:59,,True,PDG,Partido de la Gente,PDG
1103,Danisa,Astudillo,Peiretti,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1975-05-03,0,Femenino,10,2026-03-10 23:59:59,,True,PS,Partido Socialista,PS
1104,Chiara,Barchiesi,Chávez,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1996-12-22,0,Femenino,10,2026-03-10 23:59:59,,True,PREP,Partido Republicano,PREP
1105,Héctor,Barría,Angulo,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1980-04-24,1,Masculino,10,2026-03-10 23:59:59,,True,DC,Partido Demócrata Cristiano,DC
1106,Miguel Ángel,Becker,Alvear,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1960-10-07,1,Masculino,10,2026-03-10 23:59:59,,True,RN,Renovación Nacional,RN
1107,María Francisca,Bello,Campos,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1987-09-17,0,Femenino,10,2026-03-10 23:59:59,,True,PCS,Partido Convergencia Social,PCS
1108,Juan Carlos,Beltrán,Silva,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1962-12-19,1,Masculino,10,2026-03-10 23:59:59,,True,RN,Renovación Nacional,RN
1109,Gustavo,Benavente,Vergara,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1966-08-13,1,Masculino,10,2026-03-10 23:59:59,,True,UDI,Unión Demócrata Independiente,UDI
1110,Carlos,Bianchi,Chelech,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1960-11-04,1,Masculino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1111,Fernando,Bórquez,Montecinos,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1968-06-06,1,Masculino,10,2026-03-10 23:59:59,,True,UDI,Unión Demócrata Independiente,UDI
1112,Ana María,Bravo,Castro,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1973-12-03,0,Femenino,10,2026-03-10 23:59:59,,True,PS,Partido Socialista,PS
1113,Marta,Bravo,Salinas,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1976-02-25,0,Femenino,10,2026-03-10 23:59:59,,True,UDI,Unión Demócrata Independiente,UDI
1114,Félix,Bugueño,Sotelo,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1973-05-18,1,Masculino,10,2026-03-10 23:59:59,,True,FRVS,Federación Regionalista Verde Social,FRVS
1115,Mercedes,Bulnes,Núñez,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1950-06-06,0,Femenino,10,2024-11-22 00:00:00,,True,IND,Independientes,IND
1116,Felipe,Camaño,Cárdenas,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1991-08-21,1,Masculino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1117,Nathalie,Castillo,Rojas,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1983-07-02,0,Femenino,10,2026-03-10 23:59:59,,True,PC,Partido Comunista,PC
1118,Ricardo,Cifuentes,Lillo,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1962-09-12,1,Masculino,10,2026-03-10 23:59:59,,True,DC,Partido Demócrata Cristiano,DC
1119,Sara,Concha,Smith,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1995-09-09,0,Femenino,10,2026-03-10 23:59:59,,True,PSC,Partido Social Cristiano,PSC
1120,María Luisa,Cordero,Velásquez,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1943-01-23,0,Femenino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1121,Eduardo,Cornejo,Lagos,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1972-01-12,1,Masculino,10,2026-03-10 23:59:59,,True,UDI,Unión Demócrata Independiente,UDI
1122,Luis Alberto,Cuello,Peña y Lillo,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1977-01-24,1,Masculino,10,2026-03-10 23:59:59,,True,PC,Partido Comunista,PC
1123,Gonzalo,De la Carrera,Correa,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1962-01-13,1,Masculino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1124,Tomás,De Rementería,Venegas,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1987-03-17,1,Masculino,10,2025-05-05 23:59:59,,True,PS,Partido Socialista,PS
1125,Viviana,Delgado,Riquelme,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1973-09-04,0,Femenino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1126,Felipe,Donoso,Castro,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1982-12-12,1,Masculino,10,2026-03-10 23:59:59,,True,UDI,Unión Demócrata Independiente,UDI
1127,Lorena,Fries,Monleón,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1960-04-01,0,Femenino,10,2026-03-10 23:59:59,,True,PCS,Partido Convergencia Social,PCS
1128,Ana María,Gazmuri,Vieira,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1966-01-22,0,Femenino,10,2026-03-10 23:59:59,,True,PAH,Partido Acción Humanista,PAH
1129,Andrés,Giordano,Salazar,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1986-12-29,1,Masculino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1131,Mauro,González,Villarroel,2,Abstención,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1985-05-25,1,Masculino,10,2026-03-10 23:59:59,,True,RN,Renovación Nacional,RN
1132,Jorge,Guzmán,Zepeda,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1985-06-11,1,Masculino,10,2026-03-10 23:59:59,,True,EVOP,Evolución Política,EVOP
1133,Juan,Irarrázaval,Rossel,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1983-06-23,1,Masculino,10,2026-03-10 23:59:59,,True,PREP,Partido Republicano,PREP
1135,Johannes,Kaiser,Barents-Von Hohenhagen,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1976-01-05,1,Masculino,10,2026-03-10 23:59:59,,True,PREP,Partido Republicano,PREP
1136,Paula,Labra,Besserer,2,Abstención,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1987-05-04,0,Femenino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1137,Tomás,Lagomarsino,Guzmán,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1990-07-13,1,Masculino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1138,Henry,Leal,Bizama,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1972-09-16,1,Masculino,10,2026-03-10 23:59:59,,True,UDI,Unión Demócrata Independiente,UDI
1139,Enrique,Lee,Flores,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1967-12-16,1,Masculino,10,2026-03-10 23:59:59,,True,PRI,Partido Regionalista Independiente,PRI
1140,Daniel,Lilayu,Vivanco,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1949-03-02,1,Masculino,10,2026-03-10 23:59:59,,True,UDI,Unión Demócrata Independiente,UDI
1142,Daniel,Manouchehri,Lobos,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1984-05-25,1,Masculino,10,2026-03-10 23:59:59,,True,PS,Partido Socialista,PS
1143,Cristóbal,Martínez,Ramírez,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1984-04-30,1,Masculino,10,2026-03-10 23:59:59,,True,UDI,Unión Demócrata Independiente,UDI
1144,Christian,Matheson,Villán,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1957-12-17,1,Masculino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1146,José Carlos,Meza,Pereira,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1989-03-07,1,Masculino,10,2026-03-10 23:59:59,,True,PREP,Partido Republicano,PREP
1147,Helia,Molina,Milman,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1947-04-02,0,Femenino,10,2026-03-10 23:59:59,,True,PPD,Partido Por la Democracia,PPD
1148,Javiera,Morales,Alvarado,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1983-11-16,0,Femenino,10,2026-03-10 23:59:59,,True,PCS,Partido Convergencia Social,PCS
1149,Carla,Morales,Maldonado,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1977-10-27,0,Femenino,10,2026-03-10 23:59:59,,True,RN,Renovación Nacional,RN
1150,Benjamín,Moreno,Bascur,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1993-04-02,1,Masculino,10,2026-03-10 23:59:59,,True,PREP,Partido Republicano,PREP
1151,Camila,Musante,Müller,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1990-02-06,0,Femenino,10,2026-03-10 23:59:59,,True,IND,Independientes,IND
1153,Coca Ericka,Ñanco,Vásquez,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley,11092-07,Particular,"Encabezado del artículo 14 ter, contenido en el numeral 7) del artículo primero del proyecto, en los términos sugeridos por la Comisión de Constitución.
",Segundo Trámite,Primer Informe,1992-03-20,0,Femenino,10,2026-03-10 23:59:59,,True,RD,Revolución Democrática,RD
