diputado_id,nombre,apellido_paterno,apellido_materno,opcion_codigo,opcion_voto,votacion_id,descripcion,fecha,total_si,total_no,total_abstencion,total_dispensado,quorum_codigo,quorum,resultado_codigo,resultado,tipo_codigo,tipo
1036,Tomás,Hirsch,Goldschmidt,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1037,Diego,Ibáñez,Cotroneo,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1038,Marcos,Ilabaca,Cerda,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1040,Harry,Jürgensen,Rundshagen,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1044,Raúl,Leiva,Carvajal,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1046,Andrés,Longton,Herrera,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1048,Carolina,Marzán,Pinto,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1049,Cosme,Mellado,Pino,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1050,Miguel,Mellado,Suazo,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1054,Francesca,Muñoz,González,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1056,Emilia,Nuyado,Ancapichun,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1057,Erika,Olivera,De La Fuente,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1058,Maite,Orsini,Pascal,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1059,Ximena,Ossandón,Irarrázabal,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1062,Joanna,Pérez,Olea,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1065,Guillermo,Ramírez,Diez,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1067,Hugo,Rey,Martínez,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1068,Camila,Rojas,Valderrama,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1073,Juan,Santana,Castillo,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1076,Alexis,Sepúlveda,Soto,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1077,Raúl,Soto,Mardones,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1081,Francisco,Undurraga,Gazitúa,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1082,Cristóbal,Urruticoechea,Ríos,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1086,Gonzalo,Winter,Etcheberry,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1087,Gael,Yeomans,Araya,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1094,Cristian,Labbé,Martínez,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1096,María Candelaria,Acevedo,Sáez,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1097,Eric,Aedo,Jeldres,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1098,Yovana,Ahumada,Palma,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1099,Jaime,Araya,Guerrero,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1100,Cristián,Araya,Lerdo de Tejada,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1101,Mónica,Arce,Castro,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1102,Roberto,Arroyo,Muñoz,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1103,Danisa,Astudillo,Peiretti,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1104,Chiara,Barchiesi,Chávez,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1105,Héctor,Barría,Angulo,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1106,Miguel Ángel,Becker,Alvear,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1107,María Francisca,Bello,Campos,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1108,Juan Carlos,Beltrán,Silva,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1109,Gustavo,Benavente,Vergara,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1110,Carlos,Bianchi,Chelech,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1111,Fernando,Bórquez,Montecinos,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1112,Ana María,Bravo,Castro,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1113,Marta,Bravo,Salinas,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1114,Félix,Bugueño,Sotelo,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1115,Mercedes,Bulnes,Núñez,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1116,Felipe,Camaño,Cárdenas,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1117,Nathalie,Castillo,Rojas,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1118,Ricardo,Cifuentes,Lillo,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1119,Sara,Concha,Smith,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1120,María Luisa,Cordero,Velásquez,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1121,Eduardo,Cornejo,Lagos,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1122,Luis Alberto,Cuello,Peña y Lillo,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1123,Gonzalo,De la Carrera,Correa,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1124,Tomás,De Rementería,Venegas,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1125,Viviana,Delgado,Riquelme,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1126,Felipe,Donoso,Castro,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1127,Lorena,Fries,Monleón,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1128,Ana María,Gazmuri,Vieira,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1129,Andrés,Giordano,Salazar,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1131,Mauro,González,Villarroel,2,Abstención,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1132,Jorge,Guzmán,Zepeda,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1133,Juan,Irarrázaval,Rossel,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1135,Johannes,Kaiser,Barents-Von Hohenhagen,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1136,Paula,Labra,Besserer,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1137,Tomás,Lagomarsino,Guzmán,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1138,Henry,Leal,Bizama,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1139,Enrique,Lee,Flores,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1140,Daniel,Lilayu,Vivanco,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1142,Daniel,Manouchehri,Lobos,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1143,Cristóbal,Martínez,Ramírez,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1144,Christian,Matheson,Villán,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1146,José Carlos,Meza,Pereira,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1147,Helia,Molina,Milman,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1148,Javiera,Morales,Alvarado,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1149,Carla,Morales,Maldonado,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1150,Benjamín,Moreno,Bascur,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1151,Camila,Musante,Müller,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1153,Coca Ericka,Ñanco,Vásquez,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1154,Mauricio,Ojeda,Rebolledo,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1155,Rubén Darío,Oyarzo,Figueroa,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1156,Hernán,Palma,Pérez,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1158,Víctor Alejandro,Pino,Fuentes,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1159,Lorena,Pizarro,Sierra,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1160,Alejandra,Placencia,Cabello,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1161,Francisco,Pulgar,Castillo,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1162,Matías,Ramírez,Pascal,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1163,Marcia,Raphael,Mora,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1164,Marcela,Riquelme,Aliaga,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1165,Agustín,Romero,Leiva,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1166,Natalia,Romero,Talguia,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1167,Jaime,Sáez,Quiroz,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1168,Jorge,Saffirio,Espinoza,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1169,Clara,Sagardía,Cabezas,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1170,Luis,Sánchez,Ossa,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1171,Emilia,Schneider,Videla,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1172,Stephan,Schubert,Rubio,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1173,Daniela,Serrano,Salazar,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1174,Marco Antonio,Sulantay,Olivares,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1175,Cristián,Tapia,Ramos,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1176,Hotuiti,Teao,Drago,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1177,Carolina,Tello,Rojas,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1178,Héctor,Ulloa,Aguilera,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1179,Alberto,Undurraga,Vicuña,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1180,Consuelo,Veloso,Ávila,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1182,Sebastián,Videla,Castillo,1,Afirmativo,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1183,Flor,Weisse,Novoa,0,En Contra,20630,Boletín N° 11092-07,2023-05-08 19:09:23,90,40,5,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
74,Jaime,Naranjo,Ortiz,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
803,René,Alinco,Bustos,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
815,Sergio,Bobadilla,Muñoz,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
917,Gastón,Von Mühlenbrock,Zamora,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
948,Gaspar,Rivas,Sánchez,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
953,Frank,Sauerbaum,Muñoz,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
971,Bernardo,Berger,Fett,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
973,Karol,Cariola,Oliva,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
975,Daniella,Cicardini,Milla,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
976,Juan Antonio,Coloma,Álamos,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
990,Daniel,Melo,Contreras,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
991,Vlado,Mirosevic,Verdugo,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
999,Jorge,Rathgeb,Schifferli,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1002,Leonardo,Soto,Ferrada,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1003,Renzo,Trisotti,Martínez,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1009,Jorge,Alessandri,Vergara,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1012,Boris,Barrera,Moreno,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1013,Alejandro,Bernales,Maldonado,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1016,Miguel Ángel,Calisto,Águila,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1017,Álvaro,Carter,Fernández,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1019,José Miguel,Castro,Bascuñán,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1021,Andrés,Celis,Montt,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1022,Sofía,Cid,Versalovic,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1025,Catalina,Del Real,Mihovilovic,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1028,Eduardo,Durán,Salinas,2,Abstención,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1030,Camila,Flores,Oporto,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1034,Félix,González,Gatica,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1035,Carmen,Hertz,Cádiz,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1036,Tomás,Hirsch,Goldschmidt,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1037,Diego,Ibáñez,Cotroneo,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1038,Marcos,Ilabaca,Cerda,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1040,Harry,Jürgensen,Rundshagen,0,En Contra,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1044,Raúl,Leiva,Carvajal,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1046,Andrés,Longton,Herrera,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1048,Carolina,Marzán,Pinto,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1049,Cosme,Mellado,Pino,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1050,Miguel,Mellado,Suazo,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1054,Francesca,Muñoz,González,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1056,Emilia,Nuyado,Ancapichun,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1057,Erika,Olivera,De La Fuente,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
1058,Maite,Orsini,Pascal,1,Afirmativo,20629,Boletín N° 11092-07,2023-05-08 19:08:21,90,42,3,0,1,Quórum Simple,1,Aprobado,1,Proyecto de Ley
